50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b675c5cc-a224-45c8-ad92-c2ae25bb945b,1,,,3794688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3336, 'name': 'Harry Maguire'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 4706, 'name': 'Kalvin Phillips'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,768,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c95b59ae-9639-4a76-97a6-7a555063b962,2,,,3794688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 6}, {'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany,770,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,679ddaae-9590-42d4-9658-aa1af7d0b539,3,,,3794688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['ec98d56a-6379-45e7-9508-7bd08119e9a4'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ec98d56a-6379-45e7-9508-7bd08119e9a4,4,,,3794688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['679ddaae-9590-42d4-9658-aa1af7d0b539'],0,,,,,,,,,,,,,,,,,,Germany,770,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b445721f-8215-47f5-a308-c4c707756c87,1815,,,3794688,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Germany,770,['5929f0fd-4e12-4cae-a591-baa983b0af2e'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5929f0fd-4e12-4cae-a591-baa983b0af2e,1816,,,3794688,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Germany,770,['b445721f-8215-47f5-a308-c4c707756c87'],0,,,,,,,,,,,,,,,,,,Germany,770,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.47309,,,,,,,,,,,23a50eb3-7cfe-4522-96e7-b4b09e089c75,5,,"[60.0, 40.0]",3794688,0,,,,,-2.7724638,,Right Foot,,,,"[46.3, 34.7]",,Ground Pass,,14.689452,,,,,Toni Kroos,5574.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Center Forward,2,Germany,770,['761bde53-8618-40e0-8181-8001021089a9'],0,,,,,,,,,,,,,,,,,,Germany,770,00:00:00.543,Pass,
,,,,,,,,,,,,,,,,0.644476,,,,,,,,,,,a4b7be76-6516-4bbd-9243-767b52ca6006,7,,"[46.3, 34.9]",3794688,0,,,,,1.6068168,,Right Foot,,,,"[45.9, 46.0]",,Ground Pass,,11.107204,,,,,Leon Goretzka,6324.0,,,,,,1,From Kick Off,Toni Kroos,5574.0,Right Defensive Midfield,2,Germany,770,['b6f1a913-f2ad-4145-a89c-257703c3d434'],2,,,,,,,,,,,,,,,,,,Germany,770,00:00:02.016,Pass,
,,,,,,,,,,,,,,,,0.982507,,,,,,,,,,,017cdf07-ce82-4abc-9d10-25fc7eabbc3a,9,,"[46.5, 45.6]",3794688,0,,,,,-2.5123594,,Right Foot,,,,"[32.9, 35.7]",,Ground Pass,,16.821712,,,,,Mats Hummels,5572.0,,,,,,1,From Kick Off,Leon Goretzka,6324.0,Left Defensive Midfield,2,Germany,770,['c03dc76a-cc6a-4633-babe-c66d3e2544c3'],2,,,,,,,,,,,,,,,,,,Germany,770,00:00:02.660,Pass,
,,,,,,,,,,,,,,,,2.093212,,,,,,,,,,,1043be1f-3c9f-46c1-831e-8593540f10c1,12,,"[30.0, 36.1]",3794688,0,,,,,1.1963848,,Right Foot,,,,"[45.6, 75.8]",,High Pass,,42.65501,,,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['a26da653-f30f-4fc5-94fe-9420b94b7df6'],4,,,,,,,,,,,,,,,,,,Germany,770,00:00:04.816,Pass,
,,,,,,,,,,,,,,,,4.729553,,,,,,,,,,,afbcad92-f154-4ed4-92b4-75b67e345fe0,15,,"[42.2, 70.8]",3794688,0,,,,,-0.4337281,,Left Foot,,,,"[104.6, 41.9]",,High Pass,,68.76751,,,Incomplete,,Timo Werner,5557.0,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Wing Back,2,Germany,770,"['14bf3129-69a8-423f-a368-b1bcb555c605', 'c8b7e60a-d8ec-4a86-acaf-2a76ef857c7c']",8,,,,,,,,,,,,,,,,,,Germany,770,00:00:08.967,Pass,
,,,,,,,,,,,,,,,,1.274414,,,,,,,,,,,90b1fb30-f30b-4429-9c95-5abf0872fa7c,19,,"[14.1, 40.2]",3794688,0,,,,,0.92510706,,Keeper Arm,,,,"[25.1, 54.8]",,Ground Pass,,18.280045,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,3,England,768,['736198cb-0070-422b-bb6e-d7d943a5b50c'],14,,,,,,,,,,,,,,,,,,England,768,00:00:14.887,Pass,
,,,,,,,,,,,,,,,,1.015048,,,,,,,,,,,afe5b6d5-efbb-4aaa-94f3-14f5b0f2dead,22,,"[26.9, 57.0]",3794688,0,,,,,-1.6539376,,Right Foot,,,,"[26.2, 48.6]",,Ground Pass,,8.429116,,,,,John Stones,3244.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Center Back,3,England,768,['ddc5834c-54b9-490c-8a61-2739d671e7e4'],17,,,,,,,,,,,,,,,,,,England,768,00:00:17.229,Pass,
,,,,,,,,,,,,,,,,2.695708,,,,,,,,,,,7ec8aba3-4cb6-4be6-9da0-0555cd02a360,25,,"[29.5, 47.6]",3794688,0,,,,,-1.2850833,,Right Foot,,,,"[38.9, 15.6]",,Ground Pass,,33.352062,,,,,Harry Maguire,3336.0,,,,,,1,Regular Play,John Stones,3244.0,Center Back,3,England,768,['0f19539d-4a52-4b76-8437-5934433e08ed'],19,,,,,,,,,,,,,,,,,,England,768,00:00:19.345,Pass,
,,,,,,,,,,,,,,,,1.105891,,,,,,,,,,,94f1112f-cf1a-4bdf-a68d-75b7a7bbc911,28,,"[44.1, 15.6]",3794688,0,,,,,-0.262785,,Right Foot,,,,"[61.2, 11.0]",,Ground Pass,,17.707909,,,,,Raheem Sterling,3233.0,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,['68f0b82b-d92a-4d84-87ba-1658e374bfe8'],24,,,,,,,,,,,,,,,,,,England,768,00:00:24.060,Pass,
,,,,,,,,,,,,,,,,1.647938,,,,,,,,,,,d7e36c6d-1a99-4680-98e6-c87ba2ee8450,31,,"[59.0, 11.5]",3794688,0,,,,,2.9510746,,Right Foot,,,,"[45.0, 14.2]",,Ground Pass,,14.25798,,,,,Harry Maguire,3336.0,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,3,England,768,['55778def-6efb-4ccf-a9d4-a42a222ad29c'],25,,,,,,,,,,,,,,,,,,England,768,00:00:25.873,Pass,
,,,,,,,,,,,,,,,,4.180719,,,,,,,,,,,841d6afb-2ff0-4668-bf76-a61d1311ee4f,34,,"[46.0, 17.9]",3794688,0,,,,,0.07399258,,Right Foot,,,,"[114.8, 23.0]",,High Pass,,68.98877,,,Incomplete,,Luke Shaw,3382.0,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,3,England,768,"['2dec49cb-3b69-43d2-a775-9924ae3f93ef', '9ad03c7c-5f5d-4ee4-ab91-7f59f7459b67']",29,,,,,,,,,,,,,,,,,,England,768,00:00:29.696,Pass,
,,,,,,,,,,,,,,,,2.464417,,,,,,,,,,,345eb3b6-67b9-4ad9-ac29-1575326a0bc6,38,,"[16.6, 47.7]",3794688,0,,,,,0.7606682,,Keeper Arm,,,,"[45.6, 75.3]",,High Pass,,40.034485,,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,4,Germany,770,['03852e55-ac33-4e2f-8b55-7799711c8fda'],43,,,,,,,,,,,,,,,,,,Germany,770,00:00:43.842,Pass,
,,,,,,,,,,,,,,,,1.455889,,,,,,,,,,,710749ed-52eb-451b-a13c-ec77bd28b2fe,42,,"[41.4, 74.9]",3794688,0,,,,,-2.9185164,,Left Foot,,,,"[19.8, 70.0]",,Ground Pass,,22.148815,,,,,Matthias Ginter,8808.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Wing Back,4,Germany,770,"['66d9564b-3f5c-4eb4-ad2d-5f057e2d5b85', 'add4984a-1283-47f3-8ffc-72e070e92a9a']",47,,,,,,,,,,,,,,,,,,Germany,770,00:00:47.948,Pass,True
,,,,,,,,,,,,,,,,0.78699,,,,,,,,,,,101e8db2-fef1-424e-b347-ceb2565039c2,45,,"[19.7, 69.6]",3794688,0,,,,,0.7555563,,Right Foot,,,,"[26.6, 76.1]",,Ground Pass,,9.479451,,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Center Back,4,Germany,770,['1d21ba99-3999-464a-9456-dc5c04c57184'],50,,,,,,,,,,,,,,,,,,Germany,770,00:00:50.294,Pass,
,,,,,,,,,,,,,,,,0.786954,,,,,,,,,,,0724af9d-c008-4219-9cff-073e34b02fd1,48,,"[22.3, 72.8]",3794688,0,,,,,-2.9661984,,Right Foot,,,,"[14.4, 71.4]",,Ground Pass,,8.023091,,,,,Matthias Ginter,8808.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Wing Back,4,Germany,770,['97b5a2b0-96ca-4f1f-a06c-053eb9297426'],52,,,,,,,,,,,,,,,,,,Germany,770,00:00:52.195,Pass,
,,,,,,,,,,,,,,,,2.213451,,,,,,,,,,,e4c2f3d7-954a-40ed-a2fe-558e8f6ad74d,50,,"[14.4, 71.4]",3794688,0,,,,,-0.07601221,,Right Foot,,,,"[44.6, 69.1]",,High Pass,,30.287457,,,Unknown,,Thomas Müller,5562.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Center Back,4,Germany,770,['6d0e2d20-2212-4e0c-b45b-5a398a5f88db'],52,,,,,,,,,,,,,,,,,,Germany,770,00:00:52.982,Pass,
,,,,,,,,,,,,,,,,1.270829,,,,,,,,,,,ab0457c8-accc-4c71-b398-726bfd2d6a8b,54,,"[81.0, 12.4]",3794688,1,,,,,0.7934952,,Left Foot,,,,"[105.5, 37.3]",,High Pass,,34.93222,,,Incomplete,,Harry Kane,10955.0,,,,,Free Kick,1,From Free Kick,Luke Shaw,3382.0,Left Wing Back,5,England,768,"['19d1a61a-f22f-4ca5-8a04-4f1336a50861', 'ea13b443-b387-4453-ab83-ae03ed3f1d74']",36,,,,,,,,,,,,,,,,,,England,768,00:01:36.403,Pass,
,,,,,,,,,,,,,,,,5.271097,,,,,,,,,,,3b85f62e-7f6f-473f-9910-39d9e6ca7ec2,57,,"[89.4, 50.5]",3794688,1,,,,,-2.8116455,,Right Foot,,,,"[45.6, 35.5]",,Low Pass,,46.2973,,,,,Kyle Walker,3205.0,,,,,Recovery,1,From Free Kick,Kalvin Phillips,4706.0,Right Defensive Midfield,5,England,768,['03bde837-a229-4cd2-9e92-a1c7dd5fb6e6'],38,,,,,,,,,,,,,,,,,,England,768,00:01:38.949,Pass,
,,,,,,,,,,,,,,,,2.329577,,,,,,,,,,,84228971-438d-4bbf-89d9-298922c3e415,60,,"[43.7, 36.1]",3794688,1,,,,,-3.0012572,,Right Foot,,,,"[16.8, 32.3]",,Ground Pass,,27.167076,,,,,Jordan Pickford,3468.0,,,,,,1,From Free Kick,Kyle Walker,3205.0,Right Center Back,5,England,768,['e72f4c8b-e5b6-4887-bada-40f3504aec3c'],44,,,,,,,,,,,,,,,,,,England,768,00:01:44.340,Pass,
,,,,,,,,,,,,,,,,5.161231,,,,,,,,,,,6fb60852-84e5-4752-8809-29670c9a1759,63,,"[22.8, 26.5]",3794688,1,,,,,0.0929062,,Left Foot,,,,"[115.1, 35.1]",,High Pass,,92.69978,,,Incomplete,,Harry Kane,10955.0,,,,,,1,From Free Kick,Jordan Pickford,3468.0,Goalkeeper,5,England,768,"['72110ef2-53dd-4d2e-a729-607b313588c7', 'b59ef280-d4d4-425f-b3eb-6e1012b8b978']",49,,,,,,,,,,,,,,,,,,England,768,00:01:49.289,Pass,
,,,,,,,,,,,,,,,,1.570011,,,,,,,,,,,2892dc67-6ad2-4201-8d3e-89a7ab0dadef,67,,"[11.2, 43.6]",3794688,1,,,,,0.029259939,,Keeper Arm,,,,"[31.7, 44.2]",,Ground Pass,,20.50878,,,,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,['c8380298-3973-48bc-a720-e81d70c1139a'],57,,,,,,,,,,,,,,,,,,Germany,770,00:01:57.071,Pass,
,,,,,,,,,,,,,,,,1.529819,,,,,,,,,,,8b32328e-50e5-4ab0-b75e-376efe5fabeb,71,,"[28.5, 44.0]",3794688,2,,,,,3.0440311,,Right Foot,,,,"[5.0, 46.3]",,Ground Pass,,23.612286,,,,,Manuel Neuer,5570.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,6,Germany,770,"['79fe8977-8961-4dd4-a01b-7940d63ffe12', 'f1c703d5-73f0-435b-b6ba-c49d35664ce8']",0,,,,,,,,,,,,,,,,,,Germany,770,00:02:00.235,Pass,True
,,,,,,,,,,,,,,,,2.17443,,,,,,,,,,,d0812d50-50bd-4131-8f53-b2150c47ac9e,74,,"[6.8, 45.4]",3794688,2,,,,,-1.4786488,,Right Foot,,,,"[9.6, 15.1]",,Ground Pass,,30.429098,,,,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,['f9641b71-aa22-4e3f-99eb-0f66ff302b93'],3,,,,,,,,,,,,,,,,,,Germany,770,00:02:03.113,Pass,
,,,,,,,,,,,,,,,,1.769505,,,,,,,,,,,c4dc8f9b-35ff-435d-b48c-abdb147830c8,76,,"[9.6, 15.1]",3794688,2,,,,,-0.608325,,Right Foot,,,,"[26.4, 3.4]",,Ground Pass,,20.472664,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,6,Germany,770,['328599fa-bf4d-42af-b23f-7ebcca6c74c8'],5,,,,,,,,,,,,,,,,,,Germany,770,00:02:05.287,Pass,
,,,,,,,,,,,,,,,,0.871431,,,,,,,,,,,780e72c3-5bca-4cbc-8967-7488e2465963,80,,"[22.5, 4.0]",3794688,2,,,,,2.961739,,Right Foot,,,,"[8.2, 6.6]",,Ground Pass,,14.534442,,,,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Defensive Midfield,6,Germany,770,"['360976cc-654a-4df9-8610-2ba40bf449fa', '75ccd603-3a10-4d40-a3e4-039ff611228a']",8,,,,,,,,,,,,,,,,,,Germany,770,00:02:08.066,Pass,True
,,,,,,,,,,,,,,,,2.271948,,,,,,,,,,,31cbab8f-4067-43c4-a2f2-75f6b66b0faa,84,,"[6.4, 3.4]",3794688,2,,,,,0.012194517,,Left Foot,,,,"[55.6, 4.0]",,High Pass,,49.20366,,,Incomplete,,Kai Havertz,8966.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,6,Germany,770,"['6c5f9548-540a-4f04-b6ea-89833fc74fb8', 'ce80b562-235d-4eb0-b4cb-109eec5f952d', 'f2f7d822-e8f6-4698-9d93-fcf02de07a5d']",9,,,,,,,,,,,,,,,,,,Germany,770,00:02:09.838,Pass,True
,,,,,,,,,,,,,,,,1.341815,,,,,,,,,,,f2f7d822-e8f6-4698-9d93-fcf02de07a5d,86,,"[64.5, 76.1]",3794688,2,,,,,-0.97413594,,Right Foot,,,,"[68.1, 70.8]",,High Pass,,6.4070272,,,Incomplete,,Declan Rice,3943.0,,,,,Recovery,1,Regular Play,Kyle Walker,3205.0,Right Center Back,6,Germany,770,"['31cbab8f-4067-43c4-a2f2-75f6b66b0faa', '7e491228-fa13-431f-95a2-592bee6354d2', 'eb23597d-8c55-4ba4-a815-5b6c6d862665']",12,,,,,,,,,,,,,,,,,,England,768,00:02:12.110,Pass,
,,,,,,,,,,,,,,,,2.404751,,,,,,,,,,,eb23597d-8c55-4ba4-a815-5b6c6d862665,89,,"[52.0, 9.3]",3794688,2,,,,,1.8925469,,Other,,,,"[48.7, 19.2]",,Low Pass,,10.435516,,,,,Leon Goretzka,6324.0,,,,,Recovery,1,Regular Play,Kai Havertz,8966.0,Right Wing,6,Germany,770,"['29aa1810-799a-4dc0-8d78-1399ee1f884b', 'f2f7d822-e8f6-4698-9d93-fcf02de07a5d', 'f417ee20-4059-4298-a040-4feeda804fea']",13,,,,,,,,,,,,,,,,,,Germany,770,00:02:13.451,Pass,True
,,,,,,,,,,,,,,,,3.262435,,,,,,,,,,,fb8a9934-7927-4c7e-ad8c-59d66c5b7d68,93,,"[82.6, 27.4]",3794688,2,,,,,1.0245153,,Right Foot,,,,"[105.4, 64.9]",,Ground Pass,,43.88724,,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,6,Germany,770,"['49097afc-7ae2-40b6-bc4f-6de868873b44', 'e56bf07d-3ac3-4ca7-b53a-09b279a17676']",19,,,,,,,,,,,,,,,,,,Germany,770,00:02:19.742,Pass,True
,,,,,,,,,,,,,,,,1.990109,,,,,,,,,,,b3dca4b2-a7d4-4eb1-8bdd-9efb7394daa1,96,,"[116.3, 65.6]",3794688,2,,,,,-1.5496514,,Right Foot,True,,,"[117.0, 32.5]",,High Pass,,33.107403,,,Incomplete,,,,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Wing Back,6,Germany,770,['9b657087-1fe2-4e7c-9136-4f0b3b965e26'],24,,,,,,,,,,,,,,,,,,Germany,770,00:02:24.518,Pass,
,,,,,,,,,,,,,,,,1.365204,,,,,,,,,,,ce27b54f-af42-4a36-89a6-aef0075cd47f,98,,"[120.0, 0.1]",3794688,2,,,,,1.8329161,,Right Foot,,,,"[111.2, 32.9]",,High Pass,True,33.959976,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Toni Kroos,5574.0,Right Defensive Midfield,7,Germany,770,['09504478-ba77-4843-b21c-522082b17cea'],51,,,,,,,,,,,,,,,,,,Germany,770,00:02:51.624,Pass,
,,,,,,,,,,,,,,,,1.123517,,,,,,,,,,,92afd374-3d74-4f9c-8940-8c2270fbf7d3,102,,"[90.3, 10.7]",3794688,2,,,,,-0.54411864,,Left Foot,,,,"[102.2, 3.5]",,Ground Pass,,13.90863,,,,,Toni Kroos,5574.0,,,,,,1,From Corner,Robin Gosens,6985.0,Left Wing Back,7,Germany,770,['8d3b227f-6ac3-4735-9ab4-05ddf19ea397'],56,,,,,,,,,,,,,,,,,,Germany,770,00:02:56.297,Pass,
,,,,,,,,,,,,,,,,1.448876,,,,,,,,,,,03b713c7-fad4-486f-8218-975f90c63963,105,,"[92.7, 10.7]",3794688,3,,,,,0.16336615,,Right Foot,,,,"[110.9, 13.7]",,Ground Pass,,18.445595,,,,,Kai Havertz,8966.0,,,,,,1,From Corner,Toni Kroos,5574.0,Right Defensive Midfield,7,Germany,770,['5325a773-8cc7-43b7-8b11-6320969007ff'],0,,,,,,,,,,,,,,,,,,Germany,770,00:03:00.093,Pass,
,,,,,,,,,,,,,,,,0.726313,,,,,,,,,,,52aed632-4e30-4f91-9cc8-52ebc4d28582,108,,"[110.9, 13.7]",3794688,3,,,,,1.5570041,,Left Foot,,,,"[111.1, 28.2]",,Low Pass,,14.501379,,,Incomplete,,,,,,,,,1,From Corner,Kai Havertz,8966.0,Right Wing,7,Germany,770,['dad42557-cd34-4841-b876-6efe1c7d01a8'],2,,,,,,,,,,,,,,,,,,Germany,770,00:03:02.228,Pass,
,,,,,,,,,,,,,,,,1.778192,,,,,,,,,,,f3333b64-be73-444b-a84a-4d97530dea57,112,,"[98.7, 0.1]",3794688,3,,,,,3.0020103,,,,,,"[74.5, 3.5]",,Low Pass,,24.437675,,,,,Antonio Rüdiger,3167.0,,,,,Throw-in,1,From Throw In,Robin Gosens,6985.0,Left Wing Back,8,Germany,770,['2955f4c8-a37d-40f4-b555-e0f2387e27f6'],15,,,,,,,,,,,,,,,,,,Germany,770,00:03:15.706,Pass,
,,,,,,,,,,,,,,,,1.620739,,,,,,,,,,,eb400e48-795b-4e28-a540-b6d6f13bb623,115,,"[68.1, 4.4]",3794688,3,,,,,1.7151748,,Right Foot,,,,"[64.0, 32.6]",,Ground Pass,,28.49649,,,,,Mats Hummels,5572.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,8,Germany,770,['9a3d9714-8013-45b3-a7d1-76021e982d9a'],18,,,,,,,,,,,,,,,,,,Germany,770,00:03:18.924,Pass,
,,,,,,,,,,,,,,,,1.48176,,,,,,,,,,,a27b037e-5d9b-4f91-b486-0795a963a318,118,,"[64.0, 32.6]",3794688,3,,,,,-1.2270527,,Right Foot,,,,"[70.3, 15.0]",,Ground Pass,,18.693583,,,,,Toni Kroos,5574.0,,,,,,1,From Throw In,Mats Hummels,5572.0,Center Back,8,Germany,770,['9b62e026-5a7f-42d2-bccf-f09c700e6d5c'],21,,,,,,,,,,,,,,,,,,Germany,770,00:03:21.457,Pass,
,,,,,,,,,,,,,,,,0.853089,,,,,,,,,,,85fd039c-b3fe-462f-8df5-926803ac57b6,120,,"[70.3, 15.0]",3794688,3,,,,,3.0722594,,Left Foot,,,,"[63.1, 15.5]",,Ground Pass,,7.21734,,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Toni Kroos,5574.0,Right Defensive Midfield,8,Germany,770,['a958c5db-f887-468a-9daa-e5b3d68ef790'],22,,,,,,,,,,,,,,,,,,Germany,770,00:03:22.939,Pass,
,,,,,,,,,,,,,,,,1.10325,,,,,,,,,,,6f7bc55e-2949-4a8d-8cc6-925b8bcbdc60,123,,"[63.1, 15.5]",3794688,3,,,,,-0.73563087,,Right Foot,,,,"[76.8, 3.1]",,Ground Pass,,18.478365,,,,,Robin Gosens,6985.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,8,Germany,770,['dee48bb6-8654-40d4-b47f-590e7040e9dd'],24,,,,,,,,,,,,,,,,,,Germany,770,00:03:24.802,Pass,
,,,,,,,,,,,,,,,,0.621236,,,,,,,,,,,c53d37ae-657a-4bde-9521-1f034697802d,126,,"[75.5, 3.0]",3794688,3,,,,,0.8303118,,Right Foot,,,,"[84.0, 12.3]",,Ground Pass,,12.599206,,,,,Kai Havertz,8966.0,,,,,,1,From Throw In,Robin Gosens,6985.0,Left Wing Back,8,Germany,770,"['5e4434c4-4b12-491e-9d93-1212f7f54ee9', '71ae29b7-9070-477c-961b-680d91cb745f']",25,,,,,,,,,,,,,,,,,,Germany,770,00:03:25.905,Pass,True
,,,,,,,,,,,,,,,,0.835686,,,,,,,,,,,a67e44fe-a638-43e2-8bc2-97bba86da547,128,,"[84.0, 12.3]",3794688,3,,,,,0.7977432,,No Touch,,,,"[92.0, 20.5]",,Ground Pass,,11.456003,,True,,,Timo Werner,5557.0,,,,,,1,From Throw In,Kai Havertz,8966.0,Right Wing,8,Germany,770,['573c46f9-9cc0-4e15-9694-4f33a757bf43'],26,,,,,,,,,,,,,,,,,,Germany,770,00:03:26.527,Pass,
